filename,words
cropped_img_1_55.jpg,B
cropped_img_1_56.jpg,B
cropped_img_1_57.jpg,B
cropped_img_2_0.jpg,Rulesandregulationsapply.Seecontestrulesfordetails.
cropped_img_2_1.jpg,Walmart
cropped_img_2_2.jpg,supercentre
cropped_img_2_3.jpg,SUPERCENTER
cropped_img_2_4.jpg,WESELLFORLESS
cropped_img_2_5.jpg,STORE#1089
cropped_img_2_6.jpg,(403)301-2051
cropped_img_2_7.jpg,Alberta
cropped_img_2_8.jpg,ST#01089OP#009051TE#51TR#02270
cropped_img_2_9.jpg,GRMN6PK
cropped_img_2_10.jpg,085430100956
cropped_img_2_11.jpg,GRLDS4PK
cropped_img_2_12.jpg,085230300748
cropped_img_2_13.jpg,GRLDS4PK
cropped_img_2_14.jpg,085230300748
cropped_img_2_15.jpg,BATHTOWEL
cropped_img_2_16.jpg,002215445066
cropped_img_2_17.jpg,MSBTTEAL
cropped_img_2_18.jpg,894110135608
cropped_img_2_19.jpg,MSBTFPINK
cropped_img_2_20.jpg,894110135600
cropped_img_2_21.jpg,BATHTOWEL
cropped_img_2_22.jpg,002215445065
cropped_img_2_23.jpg,OPPBT
cropped_img_2_24.jpg,896400119106
cropped_img_2_25.jpg,OPPBT
cropped_img_2_26.jpg,896400119106
cropped_img_2_27.jpg,OPPBT
cropped_img_2_28.jpg,896400119105
cropped_img_2_29.jpg,OPPBT
cropped_img_2_30.jpg,896400119105
cropped_img_2_31.jpg,OPPBT
cropped_img_2_32.jpg,896400119105
cropped_img_2_33.jpg,OPPBT
cropped_img_2_34.jpg,896400119105
cropped_img_2_35.jpg,OPPBT
cropped_img_2_36.jpg,896400119105
cropped_img_2_37.jpg,OPPBT
cropped_img_2_38.jpg,896400119105
cropped_img_2_39.jpg,SUBTOTAL
cropped_img_2_40.jpg,GST5%
cropped_img_2_41.jpg,T0TAL
cropped_img_2_42.jpg,VISATEND
cropped_img_2_43.jpg,B
cropped_img_2_44.jpg,B
cropped_img_2_45.jpg,$12.97
cropped_img_2_46.jpg,$5.00
cropped_img_2_47.jpg,$5.00
cropped_img_2_48.jpg,$7.97
cropped_img_2_49.jpg,$6.97
cropped_img_2_50.jpg,$6.97
cropped_img_2_51.jpg,$7.97
cropped_img_2_52.jpg,$4.00
cropped_img_2_53.jpg,$4.00
cropped_img_2_54.jpg,$4.00
cropped_img_2_55.jpg,$4.00
cropped_img_2_56.jpg,$4.00
cropped_img_2_57.jpg,$4.00
cropped_img_2_58.jpg,$4.00
cropped_img_2_59.jpg,$4.00
cropped_img_2_60.jpg,$84.85
cropped_img_2_61.jpg,$4.24
cropped_img_2_62.jpg,$89.09
cropped_img_2_63.jpg,$89.09
cropped_img_2_64.jpg,J
cropped_img_2_65.jpg,J
cropped_img_2_66.jpg,J
cropped_img_2_67.jpg,J
cropped_img_2_68.jpg,J
cropped_img_2_69.jpg,J
cropped_img_2_70.jpg,J
cropped_img_2_71.jpg,J
cropped_img_2_72.jpg,J
cropped_img_2_73.jpg,J
cropped_img_2_74.jpg,J
cropped_img_2_75.jpg,J
cropped_img_2_76.jpg,J
cropped_img_2_77.jpg,J
cropped_img_2_78.jpg,J
cropped_img_2_79.jpg,SCOTIABANKVISA
cropped_img_2_80.jpg,8059I
cropped_img_2_81.jpg,1
cropped_img_2_82.jpg,APPROVAL#498874
cropped_img_2_83.jpg,REF#001001219
cropped_img_2_84.jpg,TRANSID-587356780252981
cropped_img_2_85.jpg,AIDA0000000031010
cropped_img_2_86.jpg,TC4BB85A10FB8B89EE
cropped_img_2_87.jpg,TERMINAL#WMTC009801
cropped_img_2_88.jpg,*PinVerified
cropped_img_2_89.jpg,12/22/17
cropped_img_2_90.jpg,14:40:29
cropped_img_2_91.jpg,CHANGEDUE
cropped_img_2_92.jpg,$0.00
cropped_img_2_93.jpg,"GST/HST137466199RT0001"""
cropped_img_2_94.jpg,"QST1016551356TQ0001"""
cropped_img_2_95.jpg,#ITEMSSOLD15
cropped_img_2_96.jpg,TC#2197047874303159935
cropped_img_2_97.jpg,NewThursdayflyerstartdate
cropped_img_3_0.jpg,65.000@£2.10
cropped_img_3_1.jpg,*BtDietCoke
cropped_img_3_2.jpg,£136.50
cropped_img_3_3.jpg,Aurum
cropped_img_3_4.jpg,*AU79
cropped_img_3_5.jpg,*PatronXO
cropped_img_3_6.jpg,*BtCiroc
cropped_img_3_7.jpg,*BtHennesseyXO
cropped_img_3_8.jpg,2.000@£210.00
cropped_img_3_9.jpg,*BtBonbaySapphire
cropped_img_3_10.jpg,2.000@£800.00
cropped_img_3_11.jpg,*MagnunGreyGoose
cropped_img_3_12.jpg,*RaspberryBellini
cropped_img_3_13.jpg,*MangoBellini
cropped_img_3_14.jpg,*SloeGinFizz
cropped_img_3_15.jpg,*Oro
cropped_img_3_16.jpg,3.000@£8.50
cropped_img_3_17.jpg,*BtCristal
cropped_img_3_18.jpg,*BtVeuveCliquot
cropped_img_3_19.jpg,2.000@£60.00
cropped_img_3_20.jpg,*BtDonPerignon
cropped_img_3_21.jpg,2.000@£180.00
cropped_img_3_22.jpg,*BtJeroboamVeuveCliquot
cropped_img_3_23.jpg,*BtCourvoisierVS
cropped_img_3_24.jpg,*RedBull
cropped_img_3_25.jpg,20.000@£2.90
cropped_img_3_26.jpg,*BtTonic
cropped_img_3_27.jpg,25.000@£1.35
cropped_img_3_28.jpg,*BtCoke
cropped_img_3_29.jpg,30.000@£2.10
cropped_img_3_30.jpg,*BtPatronXO
cropped_img_3_31.jpg,*BtGlenfiddich
cropped_img_3_32.jpg,*Sourz
cropped_img_3_33.jpg,30.000@£2.80
cropped_img_3_34.jpg,*DonJulioReposado
cropped_img_3_35.jpg,35.000@£4.00
cropped_img_3_36.jpg,*PatronSilver
cropped_img_3_37.jpg,35.000@£3.80
cropped_img_3_38.jpg,*BtJackDaniels
cropped_img_3_39.jpg,2.000@£80.00
cropped_img_3_40.jpg,*Bt42Below
cropped_img_3_41.jpg,2.000@£90.00
cropped_img_3_42.jpg,*BtHavanaEspecial
cropped_img_3_43.jpg,2.000@£80.00
cropped_img_3_44.jpg,*Corona
cropped_img_3_45.jpg,5.000@£3.50
cropped_img_3_46.jpg,Total:
cropped_img_3_47.jpg,*IndicatesTaxableSupply
cropped_img_3_48.jpg,£5459.10
cropped_img_3_49.jpg,BarTabs:1
cropped_img_3_50.jpg,£100.00
cropped_img_3_51.jpg,£8.50
cropped_img_3_52.jpg,£2.80
cropped_img_3_53.jpg,£8.50
cropped_img_3_54.jpg,£14.95
cropped_img_3_55.jpg,£8.50
cropped_img_3_56.jpg,£3.80
cropped_img_3_57.jpg,£2.80
cropped_img_3_58.jpg,£130.00
cropped_img_3_59.jpg,£420.00
cropped_img_3_60.jpg,£85.00
cropped_img_3_61.jpg,£1600.00
cropped_img_3_62.jpg,£200.00
cropped_img_3_63.jpg,£8.50
cropped_img_3_64.jpg,£8.50
cropped_img_3_65.jpg,£8.50
cropped_img_3_66.jpg,£25.50
cropped_img_3_67.jpg,£295.00
cropped_img_3_68.jpg,£120.00
cropped_img_3_69.jpg,£360.00
cropped_img_3_70.jpg,£400.00
cropped_img_3_71.jpg,£80.00
cropped_img_3_72.jpg,£58.00
cropped_img_3_73.jpg,£33.75
cropped_img_3_74.jpg,£63.00
cropped_img_3_75.jpg,£110.00
cropped_img_3_76.jpg,£135.00
cropped_img_3_77.jpg,£84.00
cropped_img_3_78.jpg,£140.00
cropped_img_3_79.jpg,£133.00
cropped_img_3_80.jpg,£160.00
cropped_img_3_81.jpg,£180.00
cropped_img_3_82.jpg,£160.00
cropped_img_3_83.jpg,£175.00
cropped_img_4_0.jpg,Orderonlineatchipotle.com
cropped_img_4_1.jpg,BalanceDue
cropped_img_4_2.jpg,Authorizing...
cropped_img_4_3.jpg,AMEX#XXXXXXXXXXX4002
cropped_img_4_4.jpg,DINEINTotal
cropped_img_4_5.jpg,Tax
cropped_img_4_6.jpg,Subtotal
cropped_img_4_7.jpg,SmallSoda
cropped_img_4_8.jpg,ChkFajBowl
cropped_img_4_9.jpg,SteakBowl
cropped_img_4_10.jpg,ORDER#378
cropped_img_4_11.jpg,Host:Lauren
cropped_img_4_12.jpg,14.92
cropped_img_4_13.jpg,14.92
cropped_img_4_14.jpg,14.92
cropped_img_4_15.jpg,1.07
cropped_img_4_16.jpg,13.85
cropped_img_4_17.jpg,1.55
cropped_img_4_18.jpg,5.95
cropped_img_4_19.jpg,6.35
cropped_img_4_20.jpg,10281
cropped_img_4_21.jpg,5:20PM
cropped_img_4_22.jpg,01/14/2012
cropped_img_4_23.jpg,(949)272-5955
cropped_img_4_24.jpg,SanClementeCA92672
cropped_img_4_25.jpg,SuiteD
cropped_img_4_26.jpg,Ourguacrocks.
cropped_img_4_27.jpg,MEXICANGRILL
cropped_img_5_0.jpg,7/18/2016
cropped_img_5_1.jpg,8:10AM
cropped_img_5_2.jpg,1
cropped_img_5_3.jpg,$9.99
cropped_img_5_4.jpg,CarmichaelCarWash
cropped_img_5_5.jpg,6505FairOaksBlvd
cropped_img_5_6.jpg,CA95608
cropped_img_5_7.jpg,916-488-3274
cropped_img_5_8.jpg,YOURMANAGERTODAYIS:EdgarR
cropped_img_5_9.jpg,T31232
cropped_img_5_10.jpg,1
cropped_img_5_11.jpg,PREMIUMEXPRESS(10)
cropped_img_5_12.jpg,UNLIMITEDPREMIUMWASHCASH
cropped_img_5_13.jpg,($9.99)
cropped_img_5_14.jpg,SUBTOTAL:
cropped_img_5_15.jpg,TAXES:
cropped_img_5_16.jpg,TOTAL:
cropped_img_5_17.jpg,TENDERED:
cropped_img_5_18.jpg,CHANGEDUE:
cropped_img_5_19.jpg,$0.00
cropped_img_5_20.jpg,$0.00
cropped_img_5_21.jpg,$0.00
cropped_img_5_22.jpg,$0.00
cropped_img_5_23.jpg,$0.00
cropped_img_5_24.jpg,PleaseSaveYourReceiptfor
cropped_img_5_25.jpg,RainCheckforExteriorWashonlyand
cropped_img_5_26.jpg,validfor24hrsafteritstopsraining.
cropped_img_5_27.jpg,WithpurchaseofanyRainXorUltimateExpress
cropped_img_5_28.jpg,washreceive1$offyournextvisitwithin
cropped_img_6_0.jpg,OLDCASTLEPUB
cropped_img_6_1.jpg,160W54THSTREET
cropped_img_6_2.jpg,0125TABLE5#Party1
cropped_img_6_3.jpg,MARIBELMSvrCk:13
cropped_img_6_4.jpg,10/24/14
cropped_img_6_5.jpg,DININGROOM
cropped_img_6_6.jpg,2
cropped_img_6_7.jpg,1
cropped_img_6_8.jpg,PEPPERONIPIZZA.9
cropped_img_6_9.jpg,SubTotal:
cropped_img_6_10.jpg,Tax:
cropped_img_6_11.jpg,SubTotal:
cropped_img_6_12.jpg,TOTAL:
cropped_img_6_13.jpg,10/24
cropped_img_6_14.jpg,12.00
cropped_img_6_15.jpg,12.00
cropped_img_6_16.jpg,24.00
cropped_img_6_17.jpg,2.13
cropped_img_6_18.jpg,26.13
cropped_img_6_19.jpg,SuggestedGratuity
cropped_img_6_20.jpg,15%GRAT
cropped_img_6_21.jpg,18%GRAT
cropped_img_6_22.jpg,20%GRAT
cropped_img_6_23.jpg,3.60
cropped_img_6_24.jpg,4.32
cropped_img_6_25.jpg,4.80
cropped_img_6_26.jpg,WWW.OLDCASTLEPUB.COM
cropped_img_6_27.jpg,THANKYOU
cropped_img_6_28.jpg,COMEAGAIN
cropped_img_6_29.jpg,PLANYOURNEXTPARTYWITHUS!
cropped_img_6_30.jpg,GIFTCERTIFICATESAVAILABLE
cropped_img_6_31.jpg,DINNER
cropped_img_6_32.jpg,JOINUSFORBRUNCH
cropped_img_6_33.jpg,SATURDAY&SUNDAYS8AM-4PM
cropped_img_6_34.jpg,ASK:YOURSERVERFORDETAILS
cropped_img_6_35.jpg,LIVE!
cropped_img_6_36.jpg,INTERNATIONALSOCCER&
cropped_img_6_37.jpg,RUBGYMATCHES
cropped_img_7_0.jpg,AUSTRALIAPOST
cropped_img_7_1.jpg,BATHURSTST.POSTSHOP
cropped_img_7_2.jpg,7000
cropped_img_7_3.jpg,TELSTRAPPiPADSIMx1
cropped_img_7_4.jpg,TOTAL
cropped_img_7_5.jpg,PaymentTenderedDetails:
cropped_img_7_6.jpg,EFTPOS
cropped_img_7_7.jpg,priceincludesGST.
cropped_img_7_8.jpg,GSTonPOSTTaxableSupply:
cropped_img_7_9.jpg,$
cropped_img_7_10.jpg,5.00*
cropped_img_7_11.jpg,$5.00
cropped_img_7_12.jpg,5.00
cropped_img_7_13.jpg,0.45
cropped_img_7_14.jpg,ABN:28864970579
cropped_img_7_15.jpg,TAXINVOICE
cropped_img_7_16.jpg,EFTPOS
cropped_img_7_17.jpg,455701######0098(T)
cropped_img_7_18.jpg,CREDITACCOUNT
cropped_img_7_19.jpg,EFTPOSTender
cropped_img_7_20.jpg,TOTALEFTPOS
cropped_img_7_21.jpg,*APPROVEDY1
cropped_img_7_22.jpg,NABVisaCredit
cropped_img_7_23.jpg,RRN013852125350
cropped_img_7_24.jpg,5.00
cropped_img_7_25.jpg,5.00
cropped_img_7_26.jpg,AIDA0000000031010
cropped_img_8_0.jpg,ThanksYou!
cropped_img_8_1.jpg,Total
cropped_img_8_2.jpg,ServiceCharge
cropped_img_8_3.jpg,Discount
cropped_img_8_4.jpg,our)
cropped_img_8_5.jpg,s
cropped_img_8_6.jpg,ShrimpSalad
cropped_img_8_7.jpg,Mango/BananaShake
cropped_img_8_8.jpg,GrillPorkRibs
cropped_img_8_9.jpg,BeefLoklakwithRice
cropped_img_8_10.jpg,Description
cropped_img_8_11.jpg,Qty
cropped_img_8_12.jpg,Price
cropped_img_8_13.jpg,%
cropped_img_8_14.jpg,Total
cropped_img_8_15.jpg,1
cropped_img_8_16.jpg,1
cropped_img_8_17.jpg,1
cropped_img_8_18.jpg,1
cropped_img_8_19.jpg,3.00
cropped_img_8_20.jpg,0
cropped_img_8_21.jpg,3.00
cropped_img_8_22.jpg,3.00
cropped_img_8_23.jpg,0
cropped_img_8_24.jpg,3.00
cropped_img_8_25.jpg,1.00
cropped_img_8_26.jpg,0
cropped_img_8_27.jpg,1.00
cropped_img_8_28.jpg,3.00
cropped_img_8_29.jpg,0
cropped_img_8_30.jpg,3.00
cropped_img_8_31.jpg,OR
cropped_img_8_32.jpg,0.00
cropped_img_8_33.jpg,OR
cropped_img_8_34.jpg,0.00
cropped_img_8_35.jpg,000R
cropped_img_8_36.jpg,$10.00
cropped_img_8_37.jpg,Customer:
cropped_img_8_38.jpg,Cashier:
cropped_img_8_39.jpg,Table:T04
cropped_img_8_40.jpg,Order:admin
cropped_img_8_41.jpg,GuestNo:2
cropped_img_8_42.jpg,Invoice:00021291
cropped_img_8_43.jpg,Date:
cropped_img_8_44.jpg,29Jan-2017
cropped_img_8_45.jpg,12:39PM
cropped_img_8_46.jpg,SiemReepTown.
cropped_img_8_47.jpg,(855)95839899
cropped_img_8_48.jpg,KhmerGrillCoffeeandBakery
cropped_img_9_0.jpg,SANMARCO133-134VENEZIA
cropped_img_9_1.jpg,PART.IVA03010750275
cropped_img_9_2.jpg,EURO
cropped_img_9_3.jpg,SPREMUTAARANCIA
cropped_img_9_4.jpg,BLACKCOFFEE
cropped_img_9_5.jpg,CAPPUCCINO
cropped_img_9_6.jpg,CAPPUCCINODECAFF
cropped_img_9_7.jpg,50
cropped_img_9_8.jpg,50
cropped_img_9_9.jpg,00
cropped_img_9_10.jpg,80
cropped_img_9_11.jpg,80
cropped_img_9_12.jpg,80
cropped_img_9_13.jpg,00
cropped_img_9_14.jpg,CROISSANT
cropped_img_9_15.jpg,TOASTFARCITO
cropped_img_9_16.jpg,FETTADITORTA
cropped_img_9_17.jpg,CONTANTE
cropped_img_9_18.jpg,RESTO
cropped_img_9_19.jpg,TEL+
cropped_img_9_20.jpg,390415224070
cropped_img_9_21.jpg,WWW.LAVENA.IT
cropped_img_9_22.jpg,00
cropped_img_9_23.jpg,50
cropped_img_9_24.jpg,50
cropped_img_9_25.jpg,TOTALE€
cropped_img_10_0.jpg,CHANGEDUE$
cropped_img_10_1.jpg,AMTTEND
cropped_img_10_2.jpg,TaxE
cropped_img_10_3.jpg,TaxC
cropped_img_10_4.jpg,SalesTx
cropped_img_10_5.jpg,0.75
cropped_img_10_6.jpg,0.00
cropped_img_10_7.jpg,0.00
cropped_img_10_8.jpg,TOTAL
cropped_img_10_9.jpg,20.00
cropped_img_10_10.jpg,0.00
cropped_img_10_11.jpg,0.00
cropped_img_10_12.jpg,0.00
cropped_img_10_13.jpg,13.11
cropped_img_10_14.jpg,6.89
cropped_img_10_15.jpg,6.89
cropped_img_10_16.jpg,Receipt#0000329722Reg-IDREG-MAIN
cropped_img_10_17.jpg,Trans#178Clerk14Dwr1TRDT050507
cropped_img_10_18.jpg,Store#1842
cropped_img_10_19.jpg,tko
cropped_img_10_20.jpg,05/05/07
cropped_img_10_21.jpg,18:45:41
cropped_img_10_22.jpg,SALERECEIPT
cropped_img_10_23.jpg,TaxB
cropped_img_10_24.jpg,TaxD
cropped_img_10_25.jpg,TaxF
cropped_img_10_26.jpg,CHANGEDUE
cropped_img_11_0.jpg,BAR
cropped_img_11_1.jpg,XAMPANYET
cropped_img_11_2.jpg,22-08003BARCELONA
cropped_img_11_3.jpg,NIF.:36507787WTELF.933197003
cropped_img_11_4.jpg,Fra.Simpie:TA21070221
cropped_img_11_5.jpg,Cambrer:EDU
cropped_img_11_6.jpg,Data:
cropped_img_11_7.jpg,09/02/2018
cropped_img_11_8.jpg,Hora:
cropped_img_11_9.jpg,15:24:42
cropped_img_11_10.jpg,Taula:B02
cropped_img_11_11.jpg,Descripció
cropped_img_11_12.jpg,Quant
cropped_img_11_13.jpg,Preu
cropped_img_11_14.jpg,Import
cropped_img_11_15.jpg,Pop
cropped_img_11_16.jpg,LlagostinsdelDelta
cropped_img_11_17.jpg,Barquetes
cropped_img_11_18.jpg,Anxoves
cropped_img_11_19.jpg,PaambTomaquet6p.
cropped_img_11_20.jpg,CanyaUrquell
cropped_img_11_21.jpg,CopaXampanyet
cropped_img_11_22.jpg,PaambTomaquet4p.
cropped_img_11_23.jpg,TomaquetsSecs
cropped_img_11_24.jpg,DausFiletdeVedell
cropped_img_11_25.jpg,CalamarsSanfaina
cropped_img_11_26.jpg,PatatesEscalibada
cropped_img_11_27.jpg,TruitapatatesambX
cropped_img_11_28.jpg,PastaCrema
cropped_img_11_29.jpg,00
cropped_img_11_30.jpg,00
cropped_img_11_31.jpg,00
cropped_img_11_32.jpg,00
cropped_img_11_33.jpg,00
cropped_img_11_34.jpg,00
cropped_img_11_35.jpg,00
cropped_img_11_36.jpg,00
cropped_img_11_37.jpg,00
cropped_img_11_38.jpg,00
cropped_img_11_39.jpg,00
cropped_img_11_40.jpg,00
cropped_img_11_41.jpg,00
cropped_img_11_42.jpg,00
cropped_img_11_43.jpg,00
cropped_img_11_44.jpg,00
cropped_img_11_45.jpg,60
cropped_img_11_46.jpg,60
cropped_img_11_47.jpg,10
cropped_img_11_48.jpg,30
cropped_img_11_49.jpg,80
cropped_img_11_50.jpg,40
cropped_img_11_51.jpg,00
cropped_img_11_52.jpg,00
cropped_img_11_53.jpg,50
cropped_img_11_54.jpg,60
cropped_img_11_55.jpg,50
cropped_img_11_56.jpg,50
cropped_img_11_57.jpg,00
cropped_img_11_58.jpg,00
cropped_img_11_59.jpg,80
cropped_img_11_60.jpg,60
cropped_img_11_61.jpg,10
cropped_img_11_62.jpg,60
cropped_img_11_63.jpg,60
cropped_img_11_64.jpg,40
cropped_img_11_65.jpg,00
cropped_img_11_66.jpg,00
cropped_img_11_67.jpg,50
cropped_img_11_68.jpg,60
cropped_img_11_69.jpg,50
cropped_img_11_70.jpg,50
cropped_img_11_71.jpg,Baselmp
cropped_img_11_72.jpg,%IVA
cropped_img_11_73.jpg,IVA
cropped_img_11_74.jpg,73
cropped_img_11_75.jpg,00
cropped_img_11_76.jpg,47
cropped_img_11_77.jpg,Total:82.20
cropped_img_11_78.jpg,Comensals:0
cropped_img_12_0.jpg,THANKYOU!
cropped_img_12_1.jpg,8:21PM
cropped_img_12_2.jpg,$.00
cropped_img_12_3.jpg,$97.66
cropped_img_12_4.jpg,97.66
cropped_img_12_5.jpg,6.81
cropped_img_12_6.jpg,90.85
cropped_img_12_7.jpg,88.20
cropped_img_12_8.jpg,2.65
cropped_img_12_9.jpg,GUEST#:98
cropped_img_12_10.jpg,Cashier:SAM
cropped_img_12_11.jpg,1651598
cropped_img_12_12.jpg,8:21PM
cropped_img_12_13.jpg,2004-10-31
cropped_img_12_14.jpg,IN-N-OUTBURGERLASVEGASEASTERN
cropped_img_12_15.jpg,98
cropped_img_12_16.jpg,YOURGUESTNUMBERIS
cropped_img_12_17.jpg,Counter-EatIn
cropped_img_12_18.jpg,DblDbl
cropped_img_12_19.jpg,98MeatPtyXChz
cropped_img_12_20.jpg,Counter-EatIn
cropped_img_12_21.jpg,TAX7.50%
cropped_img_12_22.jpg,AmountDue
cropped_img_12_23.jpg,CASHTENDER
cropped_img_12_24.jpg,Change
cropped_img_12_25.jpg,2004-10-31
cropped_img_12_26.jpg,8:21PM
cropped_img_12_27.jpg,2004-10-31
cropped_img_13_0.jpg,BORDERCAFE
cropped_img_13_1.jpg,356Broadway
cropped_img_13_2.jpg,MA01906
cropped_img_13_3.jpg,(781)233-5308
cropped_img_13_4.jpg,0334Table24#Party3
cropped_img_13_5.jpg,JENNIFERJSvrCk:14
cropped_img_13_6.jpg,3:44p
cropped_img_13_7.jpg,04/19/14
cropped_img_13_8.jpg,2
cropped_img_13_9.jpg,2
cropped_img_13_10.jpg,1
cropped_img_13_11.jpg,1
cropped_img_13_12.jpg,1
cropped_img_13_13.jpg,Beverage
cropped_img_13_14.jpg,Water
cropped_img_13_15.jpg,addguac
cropped_img_13_16.jpg,BlkSalmonSal
cropped_img_13_17.jpg,addguac
cropped_img_13_18.jpg,SubTotal:
cropped_img_13_19.jpg,ST/LocalTax:
cropped_img_13_20.jpg,04/19
cropped_img_13_21.jpg,4:17p
cropped_img_13_22.jpg,TOTAL:
cropped_img_13_23.jpg,3.96
cropped_img_13_24.jpg,0.00
cropped_img_13_25.jpg,88
cropped_img_13_26.jpg,8.98
cropped_img_13_27.jpg,8.93
cropped_img_13_28.jpg,31.75
cropped_img_13_29.jpg,2.22
cropped_img_13_30.jpg,33.97
cropped_img_13_31.jpg,GIVETHEGIFTOFGOODEATS
cropped_img_13_32.jpg,GIFTCERTIFICATESAVAILABLE
cropped_img_14_0.jpg,************2233
cropped_img_14_1.jpg,$9.00
cropped_img_14_2.jpg,$9.00
cropped_img_14_3.jpg,$0.00
cropped_img_14_4.jpg,$9.00
cropped_img_14_5.jpg,DebitCard
cropped_img_14_6.jpg,Total
cropped_img_14_7.jpg,FOODTAX
cropped_img_14_8.jpg,SubTotal
cropped_img_14_9.jpg,1.00N
cropped_img_14_10.jpg,1.00N
cropped_img_14_11.jpg,1.00N
cropped_img_14_12.jpg,1.00N
cropped_img_14_13.jpg,1.00N
cropped_img_14_14.jpg,1.00N
cropped_img_14_15.jpg,1.00N
cropped_img_14_16.jpg,1.00N
cropped_img_14_17.jpg,1.00N
cropped_img_14_18.jpg,1.00
cropped_img_14_19.jpg,1.00
cropped_img_14_20.jpg,1.00
cropped_img_14_21.jpg,1.00
cropped_img_14_22.jpg,1.00
cropped_img_14_23.jpg,1.00
cropped_img_14_24.jpg,1.00
cropped_img_14_25.jpg,1.00
cropped_img_14_26.jpg,1.00
cropped_img_14_27.jpg,1
cropped_img_14_28.jpg,1
cropped_img_14_29.jpg,1
cropped_img_14_30.jpg,1
cropped_img_14_31.jpg,1
cropped_img_14_32.jpg,1
cropped_img_14_33.jpg,1
cropped_img_14_34.jpg,1
cropped_img_14_35.jpg,1
cropped_img_14_36.jpg,CHUNKLIGHTTUNA
cropped_img_14_37.jpg,CANNEDTURKEY
cropped_img_14_38.jpg,CHUNKCHICKEN
cropped_img_14_39.jpg,GREENTEA80CT
cropped_img_14_40.jpg,SWEETPOTATOCHIPS
cropped_img_14_41.jpg,PRETZELS
cropped_img_14_42.jpg,SUNFLOWRSEEDS
cropped_img_14_43.jpg,GROUNDCOFFEE
cropped_img_14_44.jpg,SALTEDPEANUTS
cropped_img_14_45.jpg,DESCRIPTION
cropped_img_14_46.jpg,QTY
cropped_img_14_47.jpg,PRICE
cropped_img_14_48.jpg,TOTAL
cropped_img_14_49.jpg,021341953
cropped_img_14_50.jpg,listonMA
cropped_img_14_51.jpg,EverettSt
cropped_img_14_52.jpg,3456
cropped_img_14_53.jpg,(617)254-0153
cropped_img_14_54.jpg,Inc.
cropped_img_15_0.jpg,RECEIPT
cropped_img_15_1.jpg,EATIN
cropped_img_15_2.jpg,PayBy:CASH
cropped_img_15_3.jpg,Order:1373
cropped_img_15_4.jpg,By:JEANETTE
cropped_img_15_5.jpg,Date:
cropped_img_15_6.jpg,16/02/23
cropped_img_15_7.jpg,OrderTime:
cropped_img_15_8.jpg,16:27:37
cropped_img_15_9.jpg,TebleNo:
cropped_img_15_10.jpg,No.ofPax:
cropped_img_15_11.jpg,PlokupTime:
cropped_img_15_12.jpg,Qty
cropped_img_15_13.jpg,Menu
cropped_img_15_14.jpg,Desc
cropped_img_15_15.jpg,coupon
cropped_img_15_16.jpg,Price
cropped_img_15_17.jpg,1
cropped_img_15_18.jpg,1
cropped_img_15_19.jpg,1
cropped_img_15_20.jpg,1
cropped_img_15_21.jpg,"9""THN(HW)"
